,County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,SNAP,Location Points
582,Rockland,Nyack Farmers' Market,Main St. Municipal Parking Lot,Main St and Franklin St,Nyack,NY,10960,Pam Moskowitz,8454943408.0,http://www.nyackchamber.org,Thursday  8am-2pm,April 5-November 29,Y,P/M,41.09154,-73.9216,Y,"(41.09154, -73.9216)"
583,Rockland,Nyack WINTER Farmers' Market,Nyack Center 56 Depew Ave. Inside,"56 Depew Ave, NY",Nyack,NY,10960,Pam Moskowitz,8454943408.0,http://www.nyackchamber.org,Thursday  8am-2pm,December 6-March 28,N,X/W,41.089496000000004,-73.919311,Y,"(41.089496, -73.919311)"
584,Rockland,Perez Farm Stand-Monsey,"27 Robert Pitt Dr Monsey, WIC Clinic parkinglot near route 59",27 Robert Pitt Dr,Monsey,NY,10952,Javier or Estella Perez,9569037539.0,,Sunday 10am-2pm,July 29-October 28,Y,M,41.11006,-74.06501999999999,N,"(41.11006, -74.06502)"
585,Rockland,Piermont Farmers' Market,527 Piermont Ave. in M & T Bank lot,527 Piermont Ave,Piermont,NY,10968,Kate Cascone,9149234837.0,http://www.downtoearthmarkets.com,Sunday  9am-3pm,April 22-November 18,Y,P/M,41.04136,-73.91642,Y,"(41.04136, -73.91642)"
586,Rockland,Spring Valley Farmers' Market,West Church St. & Route 45 (N. Main St.),32 North Main Street,Spring Valley,NY,10977,Alexandr Kravets,9173628917.0,,Wed  8am-3pm,June 27-November 28,Y,M,41.113281,-74.044617,Y,"(41.113281, -74.044617)"
587,Saratoga,Arnolds Farm Fresh Produce Farm Stand,1319 Sacandaga Rd. West Charlton,1319 Sacandaga Rd,West Charlton,NY,12010,Jason Arnold,5182699562.0,http://www.arnoldsproduce.com,"Mon-Thu  10am-6pm, Fri-Sun  10am-7pm",June 1-November 24,Y,M,42.96962,-74.02911,N,"(42.96962, -74.02911)"
588,Saratoga,Ballston Spa Farmers' Market,Wiswall Park  39 Front St.,Front St and Low St,Ballston Spa,NY,12020,Ellen Mottola,5188852772.0,http://www.ballston.org,"Saturday  9am-12pm, Thursday  3pm-6pm",June 16-September 29,Y,M,43.002559999999995,-73.84964000000001,N,"(43.00256, -73.84964)"
589,Saratoga,Barber's Ruckytucks PYO Farm Stand,206 Ruckytucks Road  Stillwater,206 Ruckytucks Road,Stillwater,NY,12170,Linda Barber,5186497395.0,https://www.facebook.com/Barbers-Ruckytucks-rd-PYO-farm-156886454463995/,Friday  8am-12pm,June-October,Y,M,43.04336,-73.66060999999999,N,"(43.04336, -73.66061)"
590,Saratoga,Bowman Orchards Farm Stand,141 Sugarhill Road Rexford,141 Sugarhill Road,Rexford,NY,12148,Kevin Bowman,5188583306.0,http://www.bowmanorchards.com,Daily 9am-5pm,June 1-November 30,Y,M,42.81576,-73.83953000000001,N,"(42.81576, -73.83953)"
591,Saratoga,Cliff's Vegetables,5 William St Saratoga Springs,5 William Street,Saratoga Springs,NY,12866,Colleen Kelley,5185841621.0,,Friday  10am-1pm,June 8-October 5,Y,M,43.077009999999994,-73.78905,N,"(43.07701, -73.78905)"
592,Saratoga,Clifton Park Farmers' Market,971 Rt. 146 Shenendehowa Methodist Church,971 State Route 146,Clifton Park,NY,12065,Justine Denison,5186642510.0,http://www.saratogafarmersmarket.org,Monday  2pm-5pm,June 4-September 24,Y,M,42.8688,-73.80859,N,"(42.8688, -73.80859)"
593,Saratoga,Gansevoort Farmers' Market,Gansevoort Village Park Catherine St.,Main St. at Catherine St.,Gansevoort,NY,12831,Linda Gifford,5187920198.0,,Tuesday  3pm-6pm,June 5-October 23,Y,M,43.19612,-73.65167,N,"(43.19612, -73.65167)"
594,Saratoga,Greenfield Farmers' Market,"Middle Grove Park, 428 Middle Grove Rd. Greenfield Center",428 Middle Grove Rd,Middle Grove,NY,12850,Jim & Himanee Gupta-Carlson,5184696769.0,http://www.greenfieldhistoricalsociety.com/farmers-market.htm,Friday  4pm-7pm,June 15-September 28,Y,M,43.09005,-73.91628,N,"(43.09005, -73.91628)"
595,Saratoga,Mechanicville Library Farmers' Market,190 N Main St.,190 N. Main Street,Mechanicville,NY,12118,Michelle Duell,5186644646.0,http://www.meclib.sals.edu,Monday  4pm-7pm,June 4-October 1,Y,M,42.908809999999995,-73.68361,N,"(42.90881, -73.68361)"
596,Saratoga,Poverty Acres Farm Stand,129 Hop City Rd.  Ballston Spa,129 Hop City Rd.,Ballston Spa,NY,12020,Gaynell Bliss,5189353341.0,,Daily  9am-5pm,July-October,Y,M,42.95105,-73.91653000000001,N,"(42.95105, -73.91653)"
597,Saratoga,Route 50 Green Market,802 Saratoga Rd. Burnt Hills,802 Saratoga Rd.,Burnt Hills,NY,12027,Carol Gumienny,5188858502.0,,Saturday  9am-1pm,June 2-October 13,Y,M,42.90853,-73.89973,N,"(42.90853, -73.89973)"
598,Saratoga,Saratoga Farmers' Market-Saturday,High Rock Park on High Rock Avenue,High Rock Ave and York Street,Saratoga Springs,NY,12866,Justine Denison,5186642510.0,http://www.saratogafarmersmarket.com,Saturday  9am-1pm,May 1-October 31,Y,P/M,43.08552,-73.78121,Y,"(43.08552, -73.78121)"
599,Saratoga,Saratoga Farmers' Market-Wednesday,High Rock Park on High Rock Avenue,High Rock Ave and York Street,Saratoga Springs,NY,12866,Justine Denison,5186642510.0,,Wednesday  3pm-6pm,May 1-October 31,N,P/M,43.08552,-73.78121,Y,"(43.08552, -73.78121)"
600,Saratoga,Saratoga WINTER Farmers' Market,Lincoln Baths bldg Saratoga Spa State Park,65 South Broadway,Saratoga,NY,12866,Justine Denison,5186642510.0,http://www.saratogafarmersmarket.org/saratoga-farmers-market/,Saturday  9am-1pm,November 3-April 27,Y,M/X/W/P,43.064640000000004,-73.79044,Y,"(43.06464, -73.79044)"
601,Saratoga,South Glens Falls Farmers' Market,134 Saratoga Rd.,134 Saratoga Road,South Glens Falls,NY,12803,Linda Gifford,5187920198.0,,Monday  10am-1pm,June 4-October 22,Y,M,43.28798,-73.63931,N,"(43.28798, -73.63931)"
602,Saratoga,Spa City Sunday Farmers' Market,"65 S Broadway Saratoga Spa St Pk, Lincoln Bath House Building",65 South Broadway,Saratoga Springs,NY,12866,Michael Greenslade,5185842000.0,http://www.spacityfarmersmarket.com,Sundays  10am-2pm,Year-round,Y,YR,43.06474,-73.78876,N,"(43.06474, -73.78876)"
603,Saratoga,The Farmer's Wagon Farm Stand,corner of Grooms & Moe Rd  Clifton Park,Grooms Road & Moe Road,Clifton Park,NY,12065,Kevin Bowman,5188583306.0,,Daily 9am-5pm,May 15-October 20,Y,P/M,42.840340000000005,-73.79385,N,"(42.84034, -73.79385)"
604,Saratoga,Veggie Mobile Sprout - John S. Moore,2 Harris Ave.,2 Harris Avenue,Mechanicville,NY,12118,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Fri 3-3:30pm,Year-round,Y,YR,42.89934,-73.69122,Y,"(42.89934, -73.69122)"
605,Saratoga,Veggie Mobile Sprout - Mechanicville Sr Center,178 North Main Street,178 North Main Street,Mechanicville,NY,12118,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Fri 2-2:45pm,Year-round,Y,YR,42.90829,-73.68374,Y,"(42.90829, -73.68374)"
606,Saratoga,Waterford Harbor Farmers' Market,"1 Tugboat Alley along Erie Canal, Waterford Harbor Visitor's Center",1 Tugboat Alley,Waterford,NY,12188,Mary Stalker,5189284376.0,https://www.facebook.com/waterfordmarket/,Sunday  9am-1pm,June-October,Y,M,42.78755,-73.67924000000001,N,"(42.78755, -73.67924)"
607,Schenectady,Buhrmaster Farm Stand,189 Saratoga Rd  Scotia,189 Saratoga Road,Scotia,NY,12302,Keith Buhrmaster,5183995931.0,http://www.buhrmasterfarms.com,Daily  9am-6:30pm,May 1-December 24,Y,M/X,42.86538,-73.93288000000001,N,"(42.86538, -73.93288)"
608,Schenectady,Schenectady City Hall Farmers' Market,105 Jay St. City Hall,Franklin St and Jay St,Schenectady,NY,12305,Steve Feeney,5183862225.0,http://www.schenectadycounty.com/farmersmarket,Thu  9:30am-1:30pm,May 3-November 1,Y,P/M,42.81378,-73.94032,Y,"(42.81378, -73.94032)"
609,Schenectady,Schenectady Greenmarket,105 Jay St. near City Hall,Franklin St and Jay St,Schenectady,NY,12305,Erika Baer,5189860318.0,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,May 6-October 28,Y,P/M,42.81372,-73.94015,Y,"(42.81372, -73.94015)"
610,Schenectady,Schenectady St. Luke's Church Farm Stand,1241 State Street,1241 State St,Schenectady,NY,12304,Steve Feeney,5183862225.0,http://www.schenectadycounty.com/farmersmarket,Tuesday  10am-1pm,July 10-October 30,Y,M,42.79894,-73.92413,N,"(42.79894, -73.92413)"
611,Schenectady,Schenectady WINTER Greenmarket,"Proctors Theater, 432 State St.",432 State St.,Schenectady,NY,12305,Erika Baer,5189860318.0,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,November 4-April 28,Y,M/X/W/P,42.812373,-73.941802,Y,"(42.812373, -73.941802)"
612,Schenectady,Veggie Mobile-Father Leo Obrien,3151 Marra Lane Schenectady,3151 Marra Lane,Schenectady,NY,12303,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,Y,YR,42.76062,-73.94004,Y,"(42.76062, -73.94004)"
613,Schenectady,Veggie Mobile-Hometown Health Ctr,1044 State Street Schenectady,1044 State Street,Schenectady,NY,12307,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Mon 2pm-2:45pm,Year-round,Y,YR,42.8014,-73.9278,Y,"(42.8014, -73.9278)"
614,Schenectady,Veggie Mobile-Keane Schools,1252 Albany Street,1252 Albany Street,Schenectady,NY,12304,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Fri  2:15pm-3pm,Year-round,Y,YR,42.79687,-73.92426,Y,"(42.79687, -73.92426)"
615,Schenectady,Veggie Mobile-Schenectady DSS,797 Broadway,797 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Mon  3-3:45pm,Year-round,Y,YR,42.80375,-73.95193,Y,"(42.80375, -73.95193)"
616,Schenectady,Veggie Mobile-Summit Towers,720 Albany St. Schenectady,720 Albany street,Schenectady,NY,12307,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,Y,YR,42.80923,-73.93822,Y,"(42.80923, -73.93822)"
617,Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685.0,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,Y,YR,42.80919,-73.94511,Y,"(42.80919, -73.94511)"
618,Schoharie,Barber Family Farm Stand,3617 State Route 30 Middleburgh,3617 State Route 30,Fulton,NY,12122,Sarah Hooper,5188275454.0,http://www.barbersfarm.com,"Jun-Dec Daily, 9am-5:30pm, Jan-May Sat/Sun, 9am-4pm",Year-round,Y,YR,42.58123,-74.39189,Y,"(42.58123, -74.39189)"
619,Schoharie,Barber Family Farm Stand-Cobleskill,Dairy Deli Parking Lot   764 E. Main St.,764 E. Main St.,Cobleskill,ny,12043,Sarah Hooper,5188275454.0,http://www.barberfamilyfarm.com,Mon/Wed/Fri  9am-2pm,July-August,Y,M,42.67972,-74.47515,N,"(42.67972, -74.47515)"
620,Schoharie,Jefferson Farmers' Market,221 Cremery St. Jefferson,221 Cremery St.,Jefferson,NY,12093,Lisa Cerar,6318070071.0,https://www.facebook.com/Jefferson-NY-Farmers-Market-1982994021967209/,Saturday  9am-12pm,May 26-October 6,Y,P/M,42.48069,-74.6133,Y,"(42.48069, -74.6133)"
621,Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330.0,,Daily  10am-6pm,May 20-December 24,Y,P/M/X,42.78332,-74.60004,N,"(42.78332, -74.60004)"
622,Schoharie,Schoharie Co. Festival Sat Farmers' Market,"McCarthy Tire Center parking lot, 942 E. Main Rt. 7E Cobleskill",942 E. Main Rt. 7E,Cobleskill,NY,12043,Donna Olsen,5182842609.0,,Saturday  10am-2pm,July 14-October 13,Y,M,42.68005,-74.46673,Y,"(42.68005, -74.46673)"
623,Schoharie,Schoharie Co. Festival Wed Farmers' Market,"McCarthy Tire Center parking lot, 942 E. Main Rt. 7E Cobleskill",942 East Main St,Cobleskill,NY,12043,Donna Olsen,5182842609.0,https://www.facebook.com/festivalfarmersmarket/,Wednesday  3pm-5pm,July 14-October 13,Y,M,42.68006,-74.46674,Y,"(42.68006, -74.46674)"
624,Schoharie,Serenity Valley Farm Farm Stand,115 Staleyville Rd  Sharon Springs,115 Staleyville Road,Sharon Springs,NY,13459,Lora Newell,5182698460.0,,Daily  7am-9pm,April 1-November 15,Y,P/M,42.81095,-74.59711,N,"(42.81095, -74.59711)"
625,Schoharie,The Carrot Barn,"Schoharie Valley Farms, 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139.0,http://www.schoharievalleyfarms.com/,Daily 9am-6pm,March 1-December 24,Y,W/P/M/X,42.68477,-74.29692,N,"(42.68477, -74.29692)"
626,Schuyler,Montour Falls Farmers' Market,300 West Main Street  Montour Falls,300 West Main Street,Montour Falls,NY,14685,Roxanne Leyes,6075357489.0,,Thursday  4pm-7pm,May 3-October 4,Y,P/M,42.34629,-76.84783,Y,"(42.34629, -76.84783)"
627,Schuyler,R & E Produce Farm Stand,2321 County Rd 19 Beaver Dams,2321 County Rd 19,Beaver Dams,NY,14812,Richard Roberts,6072153257.0,,Daily 9am-6pm,June-November 20,Y,M,42.3443,-76.96252,N,"(42.3443, -76.96252)"
628,Schuyler,Watkins Glen Farmers' Market,Lafayette Park,Fifth St and Porter St,Watkins Glen,NY,14891,Jylle Benson-Gauss,6075462351.0,,Friday  3pm-7pm,May 25-October 26,Y,P/M,42.380959999999995,-76.86954,N,"(42.38096, -76.86954)"
629,Seneca,Seneca Falls Farmers' Market,People's Park  35 Water St.,Water St and Bridge St,Seneca Falls,NY,13148,Gregg Zellers,3153384359.0,http://www.senecamarket.com,Wed  9am-1:30pm,June 6-October 17,Y,M,42.91008,-76.80086,Y,"(42.91008, -76.80086)"
630,Seneca,Waterloo Rotary Farmers' Market,Vern's Way behind village offices,22 Locust Street,Waterloo,NY,13165,Melissa Nesbit,3157309476.0,http://www.waterloofarmmarket.com,Saturday  8am-1pm,June 2-October 20,Y,M,42.90253,-76.86587,N,"(42.90253, -76.86587)"
631,Seneca,Wyckoff's Farm Stand,3795 County Rd. 139  Ovid,3795 County Road 139,Ovid,NY,14521,Richard Wyckoff,6075324822.0,,Daily  10am-6pm,June-October,Y,M,42.66144,-76.71323000000001,N,"(42.66144, -76.71323)"
632,St. Lawrence,Canton Farmers' Market,Village Green Park  Main St.,Main St and Park St,Canton,NY,13617,Sherry Long,9032352197.0,http://www.cantonnychamber.org,Tue/Fri  9am-2pm,May 11-October 30,Y,P/M,44.59564,-75.16920999999999,Y,"(44.59564, -75.16921)"
633,St. Lawrence,Circle G Farm Farm Stand,705 CR 7 at Turner Rd Hammond,705 County Route 7,Hammond,NY,13646,George & MaryEllen Blatchley,3155784003.0,,Sunday 1pm-4pm,May 13-October 14,Y,P/M,44.47353,-75.55463,N,"(44.47353, -75.55463)"
634,St. Lawrence,Gouverneur Farmers' Market,East Main Street Park,East Main Street and Village Park,Gouverneur,NY,13642,Donna Besaw,3152870331.0,http://www.gouverneurchamber.net,Thursday  9am-2pm,June 7-October 25,Y,M,44.33871,-75.45766,Y,"(44.33871, -75.45766)"
635,St. Lawrence,Hammond Farmers' and Artisans Market,"Hammond Museum , 1A North Main St. Route 37",1A North Main Street,Hammond,NY,13646,Lori Thistle,3153245032.0,https://www.facebook.com/thehammondfarmersmarket,Wednesday  3pm-6pm,June 20-September 19,Y,M,44.45118,-75.69312,Y,"(44.45118, -75.69312)"
636,St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246.0,http://www.martinsfarmstand.com,Mon-Sat  10am-6pm,May 7-November 22,Y,P/M,44.67107,-74.90401,Y,"(44.67107, -74.90401)"
637,St. Lawrence,Massena Farmers and Artisans Co-op-Monday,105 Harte Haven Plaza,105 Harte Haven Plaza,Massena,NY,13362,Matt Martin,3158428052.0,,Monday 2:30pm-5:30pm,July 12-October 14,Y,M,44.92199,-74.88432,Y,"(44.92199, -74.88432)"
638,St. Lawrence,Massena Farmers and Artisans Co-op-Sunday,105 Harte Haven Plaza,105 Harte Haven Plaza,Massena,NY,13662,Matt Martin,3158428052.0,,Sunday 10am-2pm,July 12-October 14,Y,M,44.92199,-74.88432,Y,"(44.92199, -74.88432)"
639,St. Lawrence,Massena Farmers and Artisans Co-op-Thursday,105 Harte Haven Plaza,105 Harte Haven Plaza,Massena,NY,13662,Matt Martin,3158428052.0,,Thursday 2pm-6pm,July 12-October 14,Y,M,44.92199,-74.88432,Y,"(44.92199, -74.88432)"
640,St. Lawrence,Norwood Farmers' Market,"Norwood Park Square, Main & Bernard Sts.",Main St and Park St,Norwood,NY,13668,Shirley Peck,3157695322.0,,Tuesday  9am-3pm,July 10-October 31,N,M,44.74905,-74.99353,Y,"(44.74905, -74.99353)"
641,St. Lawrence,Potsdam Main Street Farmers' Market,Main St. near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Jennifer McAvoy,3155282454.0,http://www.facebook.com/thepotsdamfarmersmarket,Saturday  9am-2pm,May 12-October 27,Y,P/M,44.66865,-74.98493,Y,"(44.66865, -74.98493)"
642,St. Lawrence,Whitten Family Farm Stand,1101 Cty 49 Winthrop,1101 County Road 49,Winthrop,NY,13697,Cherie Whitten,3153285559.0,http://www.whittenfamilyfarm.com,"Monday  10am-7pm, Tuesday  10am-1pm",June 4-October 2,Y,P/M,44.75203,-74.752,N,"(44.75203, -74.752)"
643,St. Lawrence,Whitten Family Farm Stand-Potsdam,36 Main St.,36 Main Street,Potsdam,NY,13676,Cherie Whitten,3153285559.0,http://www.whittenfamilyfarm.com,Tue  2:30pm-5:30pm,June 5-October 2,Y,M,44.668690000000005,-74.98353,N,"(44.66869, -74.98353)"
644,Steuben,Bath Saturday Farmers' Market,Pulteney Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Phillip Glosick,6077763577.0,,Saturday  9am-2pm,May 5-October 27,Y,P/M,42.333529999999996,-77.31841999999999,N,"(42.33353, -77.31842)"
645,Steuben,Bath Wednesday Farmers' Market,Pulteney Square Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,David Clarke,6073294159.0,https://www.facebook.com/bathnyfarmersmarket/,Wednesday  9am-3pm,May 9-October 31,Y,P/M,42.333529999999996,-77.31841999999999,Y,"(42.33353, -77.31842)"
646,Steuben,Corning Farmers' Market,"1 Riverfront Plaza Gaffer District, Riverfront Centennial Park",Centennial Park East Tioga Ave,Corning,NY,14830,Lin Kotlinski,6079376292.0,http://www.gafferdistrict.com,Thursday  10am-3pm,June 7-October 25,Y,M,42.1443,-77.05339000000001,N,"(42.1443, -77.05339)"
647,Steuben,Corning WINTER Farmers' Market,"1 West Market Street, inside the Information Center of Corning",1 West Market Street,Corning,NY,14830,Andy Lyon,5705372128.0,http://www.facebook.com/corningwinterfarmersmarket,Saturday  11am-3pm,November-March,N,M/X/W,42.14351,-77.05495,Y,"(42.14351, -77.05495)"
648,Steuben,Dave's Produce Farm Stand,6719 State Route 415 S Bath,6719 State Route 415 South,Bath,NY,14810,David Hyer,6077947043.0,,"Daily  9am-6pm, Nov-Dec  10am-5pm",April 20-December 24,Y,P/M/X,42.325829999999996,-77.29073000000001,N,"(42.32583, -77.29073)"
649,Steuben,Hornell Farmers' Market,1 Steuben Sq,1 Steuben Sq,Hornell,NY,14843,Shelly Stevens,6073249786.0,http://facebook.com/hornellfarmersmarket,Thursday  12pm-4pm,June 7-August 30,Y,M,42.32902,-77.66062,N,"(42.32902, -77.66062)"
650,Steuben,Painted Post Farmers' Market,277 Steuben Street,277 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730.0,http://www.facebook.com/paintedpostfarmersmarket,Saturday  10am-2pm,May 19-October 27,Y,P/M,42.16134,-77.0919,N,"(42.16134, -77.0919)"
651,Steuben,Painted Post WINTER Market,225 Steuben Street,227 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730.0,http://www.facebook.com/paintedpostfarmersmarket,Alt Sat  11am-3pm,November 3-March 16,Y,M/X/W/P,42.16067,-77.09283,N,"(42.16067, -77.09283)"
652,Suffolk,Babylon Village Farmers' Market,"LIRR Babylon Station parking lot, Railroad and Deer Park Aves.",51 Railroad Avenue,Babylon,NY,11702,Lona Graepel,6319442661.0,http://www.longislandfarmersmarkets.com,Sunday  8am-1pm,June 3-November 18,Y,M,40.69992,-73.3245,Y,"(40.69992, -73.3245)"
653,Suffolk,Bethel Hobbs Community Farm Stand,178 Oxhead Rd.  Centereach,178 Oxhead Road,Centereach,NY,11720,Ann Pellegrino,6317741556.0,http://hobbsfarm.info,Saturday  10am-2pm,June 30-September 29,Y,M,40.872,-73.09635,N,"(40.872, -73.09635)"
654,Suffolk,Country Fresh Tanger Outlets Farmers' Market,152 The Arches Circle  Deer Park,152 The Arches Circle,Deer Park,NY,11747,Mary Schneider,6316735844.0,,Saturday  10am-3pm,June 2-October 27,Y,M,40.76307,-73.30507,N,"(40.76307, -73.30507)"
655,Suffolk,Dobler Farm Stand,1145 Carlls Straight Path  Dix Hills,1145 Carlls Straight Path,Dix Hills,NY,11746,Erika Dobler,5169651568.0,http://www.doblerfarms.com,Daily  10am-5pm,July 1-November 1,Y,M,40.79075,-73.32035,N,"(40.79075, -73.32035)"
656,Suffolk,East Hampton Farmers' Market,Nick & Toni's lot 136 N. Main St.,136 North Main St,East Hampton,NY,11937,Katherine Plumb,6317259133.0,https://www.facebook.com/East-Hampton-Farmers-Market-177816025660504/,Friday  9am-1pm,May 18-September 7,Y,P/M,40.97017,-72.18133,Y,"(40.97017, -72.18133)"
657,Suffolk,Fink's Country Farm Stand,6242 Middle Country Rd.  Manorville,6242 Middle Country Rd.,Manorville,NY,11949,Michelle A. Fink,6318862272.0,http://www.finksfarm.com/Farm-Stand-Long-Island.html,"Mon-Fri  9am-6pm, Sat/Sun  8am-6pm",May 1-Dec 25,Y,P/M/X,40.912690000000005,-72.83796,N,"(40.91269, -72.83796)"
658,Suffolk,Flanders Farm Fresh Food Market,"Crohan Community Senior Center, 655 Flanders Road (Rt 24)",655 Flanders Rd,Flanders,NY,11901,Nancy Lynott,6317022417.0,http://www.southamptontownny.gov,Saturday  10am-1pm,July 7-October 20,Y,M,40.90952,-72.63662,Y,"(40.90952, -72.63662)"
659,Suffolk,FREEdom Farm Farm Stand,"1725 Brentwood Rd Brentwood, (access from 2nd ave)",1725 Brentwood Road,Brentwood,NY,11717,Carol Morgenstern,5168701883.0,http://www.familyres.org,Thursday  12:30pm-2:30pm,July 12-October 11,Y,M,40.77235,-73.24614,Y,"(40.77235, -73.24614)"
660,Suffolk,FREEdom Farms MM- GlenCove,"NHF Medicince Center at Glen Cove Hospital, 101 St. Andrews Lane",101 St. Andrews Lane,Glen Cove,NY,11542,Carol Morgenstern,5168701883.0,http://www.familyres.org,Wednesday 12:30pm-1:30pm,July 11-October 11,Y,M,40.871559999999995,-73.62301,N,"(40.87156, -73.62301)"
661,Suffolk,FREEdom Farms MM-Carleton Ave,"83 Carleton Ave Central Islip , Adelante of Suffolk Cty",83 Carleton Ave,Central Islip,NY,11722,Carol Morgenstern,5168701883.0,http://www.familyres.org,Thu 10am-12pm,July 12-October 11,Y,M,40.78644,-73.20098,N,"(40.78644, -73.20098)"
662,Suffolk,FREEdom Farms MM-Northwell,284 Pulaski Rd Greenlawn Northwell Health Dolan Family Health Center,284 Pulaski Rd,Greenlawn,NY,11740,Carol Morgenstern,5168701883.0,,Wednesady 10am-11am,July 11-October 10,Y,M,40.8576,-73.38786999999999,N,"(40.8576, -73.38787)"
663,Suffolk,FREEdom Farms MM-Southside Hospital,301 E Main St Bay Shore,301 E Main St,Bay Shore,NY,11706,Carol Morgenstern,5168701883.0,,Friday 12:30pm-2pm,July 11-October 11,Y,M,40.72507,-73.23992,N,"(40.72507, -73.23992)"
664,Suffolk,Greenport Farmers' Market,1405 Moores Lane the Polo Fields,1405 Moores Lane,Greenport,NY,11944,Dorothy Catapano,6317650047.0,http://www.greenportfarmersmarket.com,Saturday 10am-2pm,June 23-October 27,Y,M,41.10365,-72.37299,Y,"(41.10365, -72.37299)"
665,Suffolk,Hampton Bays Farmers' Market,165 Ponquogue Ave. St. Mary's Church,165 Ponquogue Ave,Hampton Bays,NY,11946,Paula Godfrey,6317456160.0,http://www.stmaryshb.org,Saturday  9am-1pm,May 26-September 1,Y,P/M,40.8593,-72.51301,N,"(40.8593, -72.51301)"
666,Suffolk,HOG Farm Stand-Brookhaven,319 Beaver Dam Rd. Brookhaven,319 Beaver Dam Rd.,Brookhaven,NY,11719,Lauren Napoli,6317902561.0,http://hamletorganicgarden.org,Saturday 9am-1pm,May-November,Y,P/M,40.77329,-72.90525,N,"(40.77329, -72.90525)"
667,Suffolk,Huntington Farmers' Market,"Downtown Huntington, Main St. Rt. & 25A of Rt. 110",State Route 110 and Main St,Huntington,NY,11743,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,June 3-November 18,Y,M,40.87121,-73.42629000000001,N,"(40.87121, -73.42629)"
668,Suffolk,Islip Farmers' Market,"Town Hall lot Rt. 27A (Montauk Hwy), 655 Main Street",655 Main Street,Islip,NY,11751,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Saturday 7am-12pm,June 2-November 24,Y,M,40.72975,-73.21077,N,"(40.72975, -73.21077)"
669,Suffolk,Kiddie Academy Islip Farm Stand,60 Carleton Ave.  Islip Terrace,60 Carleton Ave.,Islip Terrace,NY,11752,Jamie Cagna,6318591234.0,http://www.kiddieacademy.com/academies/islip,Thursday  3pm-6pm,June 28-September 27,Y,M,40.75119,-73.19454,N,"(40.75119, -73.19454)"
670,Suffolk,Kings Park Farmers' Market,Main & Rt 25A Municipal Lot,1 E. Main St.,Kings Park,NY,11754,Bernadette Martin,5166705311.0,http://www.ligreenmarket.org,Sunday  9am-2pm,June 3-November 18,Y,M,40.88422,-73.25243,Y,"(40.88422, -73.25243)"
671,Suffolk,Montauk Farmers' Market,Village Green 743 Montauk Hwy,742 Montauk Hwy,Montauk,NY,11954,Laraine Creegan,6316682355.0,https://www.facebook.com/montaukfarmersmarket,"Thursday  9am-2pm, Fri Sept 21 & 28  9am-2pm",June 7-September 13,Y,M,41.03436,-71.94424000000001,N,"(41.03436, -71.94424)"
672,Suffolk,Patchogue #1 Farmers' Market,225 Veterans Blvd (Main St.) Patchogue,225  Main st,Patchogue,NY,11772,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Friday  8am-1pm,June 22-Nov 16,Y,M,40.76591,-73.0089,N,"(40.76591, -73.0089)"
673,Suffolk,Patchogue #2 Farmers' Market,Division St Patchogue Railroad Station Pkg Lot,210 S. Ocean Ave.,Patchogue,NY,11772,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Sunday  9am-1pm,June 24-November 18,Y,M,40.76165,-73.01337,N,"(40.76165, -73.01337)"
